"","INSEE_COM","Annee","PrixMoyen","Prixm2Moyen","SurfaceMoy"
"153060","92049",2021,446736.36,8058.07,55.09
"153061","92049",2022,427667.56,7994.84,53.67
"153062","92049",2023,414134.87,7602.01,54.51
"153063","92050",2019,380313.77,5572.41,68.95
"153064","92050",2020,390069.48,5851.76,67.92
"153065","92050",2021,404825.62,6034.16,67.51
"153066","92050",2022,406611.99,6106.8,67.63
"153067","92050",2023,375967.94,5845.59,65.94
"153068","92051",2019,874796.98,10598.35,80.44
"153069","92051",2020,917567.91,11033.17,81.43
"153070","92051",2021,976179.82,11183.44,85.79
"153071","92051",2022,942582.49,11305.2,81.77
"153072","92051",2023,879181.44,10900.07,78.61
"153073","92060",2019,360192.01,5280.83,68.38
"153074","92060",2020,377553.31,5647.5,67.8
"153075","92060",2021,390329.74,5745.09,68.48
"153076","92060",2022,415832.61,6134.24,67.48
"153077","92060",2023,373400.26,5698.99,66.33
"153078","92062",2019,403268.23,6972.54,58.36
"153079","92062",2020,413292.85,7317.18,56.98
"153080","92062",2021,454279.51,7789.37,58.39
"153081","92062",2022,442830.21,7701.94,57.67
"153082","92062",2023,405658.61,7346.19,56.13
"153083","92063",2019,462275.07,6138.09,72.64
"153084","92063",2020,455151.51,6162.15,72.12
"153085","92063",2021,542098.5,6598.04,78.96
"153086","92063",2022,541903.03,6732.26,77.33
"153087","92063",2023,509761.65,6448.42,75.43
"153088","92064",2019,595511.47,7060.93,81.27
"153089","92064",2020,704601.86,7612.79,87.57
"153090","92064",2021,722236.65,7741.98,88.33
"153091","92064",2022,667864.43,7797.84,82.93
"153092","92064",2023,612023.92,7338.11,80.03
"153093","92071",2019,536474.21,6484.67,81.62
"153094","92071",2020,630941.76,6830.73,90.43
"153095","92071",2021,614930.17,7064.48,84.3
"153096","92071",2022,588124.5,7047.07,80.44
"153097","92071",2023,549805.56,6746.74,80.32
"153098","92072",2019,504104.99,6335.61,75.77
"153099","92072",2020,538889.61,6583.74,79.06
"153100","92072",2021,557608.05,6718.71,79.59
"153101","92072",2022,557688.93,6848.98,78.05
"153102","92072",2023,523890.92,6532.93,75.88
"153103","92073",2019,472848.18,6910.54,68.06
"153104","92073",2020,510765.95,7248.58,70.88
"153105","92073",2021,517600.4,7464.02,69.08
"153106","92073",2022,490358.55,7437.88,65.34
"153107","92073",2023,506816.64,7346.85,67.91
"153108","92075",2019,408682.97,6825.75,58.34
"153109","92075",2020,409931.28,7186.75,56.2
"153110","92075",2021,438248.91,7407.53,58.43
"153111","92075",2022,436814.35,7412.7,59.16
"153112","92075",2023,376640.02,7095.34,53.56
"153123","92078",2019,217511.84,3394.42,65.33
"153124","92078",2020,201889.17,3304.92,61.34
"153125","92078",2021,202473.33,3738.89,56.19
"153126","92078",2022,231282.97,3732.56,62.27
"153127","92078",2023,199447.72,3527.95,59.5
"153128","93001",2019,179369.62,3752.38,49.93
"153129","93001",2020,193016.45,4052.14,49.79
"153130","93001",2021,223760.96,4471.27,50.7
"153131","93001",2022,213603.32,4524.73,48.63
"153132","93001",2023,201059.75,4212.49,49.05
"153133","93005",2019,231003.75,3343.39,73.32
"153134","93005",2020,241710.38,3476.29,73.85
"153135","93005",2021,256491.11,3802.88,71
"153136","93005",2022,266694.36,3812.59,73.09
"153137","93005",2023,257267.55,3767.04,71.69
"153138","93006",2019,316818.45,5354.67,60.63
"153139","93006",2020,326807.79,5630.21,59.36
"153140","93006",2021,370043.63,6368.4,59.68
"153141","93006",2022,342196.04,6125.96,57.6
"153142","93006",2023,330452.16,5941.01,56.74
"153143","93007",2019,244053.3,3540.81,72.07
"153144","93007",2020,239422.61,3731.51,67.93
"153145","93007",2021,285255.02,4032.99,73.49
"153146","93007",2022,303556.3,4396.94,71.85
"153147","93007",2023,258207.1,3882.99,69.09
"153148","93008",2019,203323.22,3233.33,64.37
"153149","93008",2020,218896.55,3397.54,67.81
"153150","93008",2021,230842.68,3773.29,63.42
"153151","93008",2022,229629.55,3782.41,63.5
"153152","93008",2023,254399.72,4037.48,65.94
"153153","93010",2019,205006.68,3190.14,67.16
"153154","93010",2020,217224.04,3428.03,65.91
"153155","93010",2021,221620.59,3503.51,65.76
"153156","93010",2022,235161.99,3679.1,66.74
"153157","93010",2023,208007.46,3507.95,62.79
"153163","93014",2019,153772.38,2205.45,69.41
"153164","93014",2020,145004.2,2107.01,69.54
"153165","93014",2021,168674.99,2448.94,69.72
"153166","93014",2022,182772.02,2566.95,70.81
"153167","93014",2023,166207.91,2464.06,68.71
"153173","93027",2019,172430.9,2952.88,60.46
"153174","93027",2020,198747.09,3318.37,61.75
"153175","93027",2021,203256.58,3379.23,62.1
"153176","93027",2022,225304.41,3709.05,62.61
"153177","93027",2023,182634.38,3397.88,57.9
"153178","93029",2019,205939.05,3431.87,63.78
"153179","93029",2020,221617.44,3708.02,62.42
"153180","93029",2021,232495.68,3808.75,63.31
"153181","93029",2022,237613.73,4000.55,61.78
"153182","93029",2023,227190.68,3852.08,61.55
"153188","93031",2019,179003.84,2792.36,66.14
"153189","93031",2020,185412.31,3017.72,63.26
"153190","93031",2021,191710.15,3013.49,66.11
"153191","93031",2022,188031.14,2965.09,65.44
"153192","93031",2023,193044.53,2990.15,65.66
"153193","93032",2019,248718.68,3348.71,75.55
"153194","93032",2020,252840.77,3608.38,71.15
"153195","93032",2021,287138.11,3850.36,75.59
"153196","93032",2022,280758.56,3932.85,73.76
"153197","93032",2023,266011.98,3753.88,72.17
"153208","93045",2019,344396.65,6623.48,53.3
"153209","93045",2020,377505.64,7175.95,52.78
"153210","93045",2021,398751.14,7554.26,53.5
"153211","93045",2022,397269.28,7425.06,53.68
"153212","93045",2023,351968.02,7003.17,50.07
"153213","93046",2019,220951.75,3237.24,70.05
"153214","93046",2020,208678.93,3233.63,66.77
"153215","93046",2021,233373.3,3486.29,69.41
"153216","93046",2022,231527.46,3580.57,66.92
"153217","93046",2023,221159.05,3419.22,66.84
"153218","93047",2019,245621.74,3183.13,81.57
"153219","93047",2020,254999.69,3316.18,80.68
"153220","93047",2021,280822.42,3759.13,80.32
"153221","93047",2022,293165.91,3808.72,80.9
"153222","93047",2023,293633.09,3690.25,84.13
"153223","93048",2019,353787.4,5905.45,60.93
"153224","93048",2020,383978.03,6476.57,60.27
"153225","93048",2021,405616.35,6803.37,61.03
"153226","93048",2022,407893.06,6854.35,60.76
"153227","93048",2023,388000.19,6632.23,58.88
"153228","93049",2019,291229.05,4240.48,69
"153229","93049",2020,278876.64,4241.78,67.62
"153230","93049",2021,309721.77,4644.83,68.68
"153231","93049",2022,351304.19,4941.52,72.35
"153232","93049",2023,307417.89,4596.2,69.28
"153233","93050",2019,217526.11,3263.8,68.69
"153234","93050",2020,223327.94,3463.08,67.85
"153235","93050",2021,228696.48,3572.64,67.08
"153236","93050",2022,228322.02,3591.06,65.74
"153237","93050",2023,242054.03,3722.5,66.9
"153238","93051",2019,249934.32,3866.31,67.28
"153239","93051",2020,263998.23,4198.15,66.05
"153240","93051",2021,275116.21,4361.54,65.59
"153241","93051",2022,295988.8,4548.62,66.95
"153242","93051",2023,276299.88,4430.68,64.43
"153243","93053",2019,245898.03,3762.24,66.71
"153244","93053",2020,241102.25,3882.59,64.15
"153245","93053",2021,271321.18,4348.84,63.85
"153246","93053",2022,263257.74,4222.77,63.11
"153247","93053",2023,254187.22,3988.4,64.77
"153248","93055",2019,273378.45,5524.4,49.53
"153249","93055",2020,333836.7,6270.7,53.3
"153250","93055",2021,348718.12,6632.46,51.75
"153251","93055",2022,334498.74,6421.65,51.11
"153252","93055",2023,317913.93,6172.46,51.34
"153253","93057",2019,226829.91,3473.17,66.6
"153254","93057",2020,236623.13,3592.36,67.96
"153255","93057",2021,242905.36,3715.18,66.46
"153256","93057",2022,248960.75,3888.81,66.18
"153257","93057",2023,233798.51,3611.65,65.56
"153258","93059",2019,196720.95,2902.66,70.09
"153259","93059",2020,197797.17,3079.26,66.38
"153260","93059",2021,181088.48,2941.6,64.63
"153261","93059",2022,212328.47,3355.21,66.16
"153262","93059",2023,181364.44,3278.16,59.41
"153273","93063",2019,318046.1,5167.73,63.16
"153274","93063",2020,356703.2,5694.74,64.04
"153275","93063",2021,368604.29,6026.05,62.93
"153276","93063",2022,386792.83,6246.89,63.46
"153277","93063",2023,367984.38,5999.47,63.2
"153278","93064",2019,231846.2,3693.42,64.31
"153279","93064",2020,252818.63,3997.93,65.19
"153280","93064",2021,280215.23,4347.73,66.21
"153281","93064",2022,272631.55,4270.12,65.16
"153282","93064",2023,261112.79,4280.09,62.16
"153283","93066",2019,203717.13,3769.06,55.63
"153284","93066",2020,212002.92,4021.71,54.21
"153285","93066",2021,231432.21,4319.32,54.77
"153286","93066",2022,235136.21,4382.58,54.92
"153287","93066",2023,220118.55,4236.79,52.7
"153288","93070",2019,299015.52,5846.23,51.03
"153289","93070",2020,342459.36,6476.46,53
"153290","93070",2021,362596.49,6732.03,53.37
"153291","93070",2022,366389.51,6836.44,53.23
"153292","93070",2023,333180.26,6550.57,50.6
"153293","93071",2019,190728.66,2683.01,73.96
"153294","93071",2020,196754.65,2930.94,70.85
"153295","93071",2021,212762.18,3031.43,72.2
"153296","93071",2022,217343.89,3094.24,72.76
"153297","93071",2023,220741.61,3152.23,73.72
"153298","93072",2019,181314.46,2874.24,65.19
"153299","93072",2020,188558,3043.16,65.17
"153300","93072",2021,201473.87,3274.74,64.58
"153301","93072",2022,217025.47,3439.52,65.63
"153302","93072",2023,203092.9,3235.69,65.56
"153303","93073",2019,230630.3,3077.14,78.76
"153304","93073",2020,234256.79,3184.31,77.75
"153305","93073",2021,248052.68,3339.83,78.7
"153306","93073",2022,267876.89,3578.29,78.6
"153307","93073",2023,253588.87,3390.59,77.85
"153313","93077",2019,268921.74,3780.16,72.44
"153314","93077",2020,297070.27,4041.58,74.25
"153315","93077",2021,297810.55,4173.49,72.8
"153316","93077",2022,322280.2,4550.62,71.81
"153317","93077",2023,299896.7,4334.3,70.69
"153318","93078",2019,216143.6,2895.51,76.97
"153319","93078",2020,214327.74,3001.18,74.23
"153320","93078",2021,212675.98,3171.26,71.12
"153321","93078",2022,225960.3,3200.89,74.21
"153322","93078",2023,214359.57,3154.83,69.78
"153333","94002",2019,274088.86,4963.72,56.03
"153334","94002",2020,290253.43,5371.45,55.39
"153335","94002",2021,316528.4,5562.41,57.66
"153336","94002",2022,299726.09,5589.37,55.54
"153337","94002",2023,301434.76,5418.1,56.67
"153338","94003",2019,342532.63,5643.05,61.91
"153339","94003",2020,336851.33,6035.27,57.13
"153340","94003",2021,359633.58,6344.08,57.98
"153341","94003",2022,364469.24,6380,57.88
"153342","94003",2023,365701.12,6112.89,62.86
"153358","94016",2019,316884.39,5089.76,63.21
"153359","94016",2020,368524.5,5552.74,67.49
"153360","94016",2021,353398.28,5746.13,61.99
"153361","94016",2022,337192.31,5767.68,57.44
"153362","94016",2023,344397.79,5719.35,61.36
"153363","94017",2019,280160.21,3844.45,75.15
"153364","94017",2020,288725.71,4126.21,72.01
"153365","94017",2021,301154.99,4304.21,72.14
"153366","94017",2022,319891.11,4546.2,72.58
"153367","94017",2023,309045.22,4550.06,69.73
"153368","94018",2019,445322.21,7432.18,59.68
"153369","94018",2020,447432.31,7816.77,57.97
"153370","94018",2021,498785.26,8295.58,60.83
"153371","94018",2022,498853.44,8403.64,59.98
"153372","94018",2023,459814.06,7748.66,58.76
"153378","94021",2019,228183.1,3519.48,67.8
"153379","94021",2020,268539.19,3729.39,73.66
"153380","94021",2021,244059.34,3752.01,67.26
"153381","94021",2022,294879.6,4361.58,67.29
"153382","94021",2023,267709.48,4116.33,67.92
"153383","94022",2019,213877.24,3676.41,60.62
"153384","94022",2020,231013.75,3898.65,61.62
"153385","94022",2021,234533.78,4076.27,60.32
"153386","94022",2022,251004.74,4165.89,62.27
"153387","94022",2023,214996,3910.29,57.36
"153388","94028",2019,246402.29,3758.36,67.28
"153389","94028",2020,255479.56,4047.08,65.43
"153390","94028",2021,268604.29,4100.31,67.38
"153391","94028",2022,271940.82,4338.48,64.18
"153392","94028",2023,260808.48,4068.71,65.91
"153393","94033",2019,388946.42,5875.83,67.3
"153394","94033",2020,410567.92,6232.59,66.53
"153395","94033",2021,455725,6833.6,66.76
"153396","94033",2022,472022,6895.67,68.38
"153397","94033",2023,414125.86,6566.89,62.67
"153398","94034",2019,227822.62,3393.14,68.13
"153399","94034",2020,236656.45,3537,67.78
"153400","94034",2021,268777.76,3807.53,71.29
"153401","94034",2022,254596.52,3691.39,70
"153402","94034",2023,236169.89,3635.47,66.58
"153408","94038",2019,314803.09,4297.1,74.31
"153409","94038",2020,322168.9,4550.11,73.38
"153410","94038",2021,360241.43,4830.13,75.38
"153411","94038",2022,358680.76,5003.37,72.54
"153412","94038",2023,359217.39,4828.83,74.37
"153413","94041",2019,260722.36,4945.02,53.77
"153414","94041",2020,289139.44,5389.4,54.25
"153415","94041",2021,285494.91,5503.23,52.7
"153416","94041",2022,284902.5,5747.25,51
"153417","94041",2023,268383.81,5372.47,50.68
"153418","94042",2019,367459.12,5821.96,62.44
"153419","94042",2020,396231.27,5989.58,66.4
"153420","94042",2021,450651.12,6333.82,69.69
"153421","94042",2022,453262.29,6646.23,67.6
"153422","94042",2023,423165.37,6433.31,64.34
"153423","94043",2019,279488.56,5751.53,50.63
"153424","94043",2020,312213.51,6237.47,52.69
"153425","94043",2021,315485.47,6014.48,53.97
"153426","94043",2022,318147.06,6328.85,52.41
"153427","94043",2023,306140.7,6158.29,52.31
"153428","94044",2019,209298.66,3161.01,67.6
"153429","94044",2020,220148.05,3300.2,69.27
"153430","94044",2021,233048.41,3610.34,66.94
"153431","94044",2022,227472.73,3686.52,63.97
"153432","94044",2023,239153.64,3610.01,68.57
"153433","94046",2019,323487.32,5419.16,60.36
"153434","94046",2020,345449.25,5809.07,60.15
"153435","94046",2021,382127.3,6086.6,63.18
"153436","94046",2022,364683.83,6249.92,58.56
"153437","94046",2023,357373.94,5874.91,60.52
"153448","94052",2019,419630.71,6222.17,66.31
"153449","94052",2020,438895.06,6603.92,66.04
"153450","94052",2021,476856.53,6870.53,67.82
"153451","94052",2022,465796.58,6815.04,66.49
"153452","94052",2023,449095.13,6754.3,64.46
"153458","94054",2019,225201.28,3307.06,68.76
"153459","94054",2020,248103.78,3668.73,68.42
"153460","94054",2021,235565.96,3765.72,64.58
"153461","94054",2022,265823.52,4011.71,66.44
"153462","94054",2023,232260.9,3642.92,64.31
"153473","94058",2019,367523.59,5352.39,68.92
"153474","94058",2020,376217.52,5708.04,65.6
"153475","94058",2021,439200.71,6157.91,70.23
"153476","94058",2022,456487.84,6523.88,68.31
"153477","94058",2023,441748.93,6236.32,70.33
"153478","94059",2019,294866.2,3723.3,78.63
"153479","94059",2020,281876.81,3785,75.58
"153480","94059",2021,295148.62,3819.62,77.69
"153481","94059",2022,341327.98,4191.68,81.73
"153482","94059",2023,283603.8,4117.06,68.89
"153493","94067",2019,572113.66,8475.95,66.88
"153494","94067",2020,636118.23,9308.02,66.86
"153495","94067",2021,619005.18,9366.92,65.51
"153496","94067",2022,623730.55,9558.38,64.53
"153497","94067",2023,578194.9,9015.71,63.17
"153498","94068",2019,410846.66,5697.18,72.48
"153499","94068",2020,468219.51,6201.21,75.59
"153500","94068",2021,497250.38,6599.64,74.95
"153501","94068",2022,499395.86,6777.36,72.77
"153502","94068",2023,468183.4,6431.28,71.36
"153513","94071",2019,317850.41,3883.51,85.79
"153514","94071",2020,346969.15,4022.83,89.6
"153515","94071",2021,343005.64,4131.95,84.1
"153516","94071",2022,392589.22,4462.24,89.07
"153517","94071",2023,368623.23,4303.77,87.18
"153518","94073",2019,243907.21,3622.15,68.79
"153519","94073",2020,267314.58,3943.65,68.63
"153520","94073",2021,281884.22,3990.65,71.06
"153521","94073",2022,277769.48,4305.92,65.9
"153522","94073",2023,270878.43,4239.68,64.92
"153533","94076",2019,294114.59,4996.45,60.79
"153534","94076",2020,311680.27,5425.92,59.67
"153535","94076",2021,307362.33,5633.96,56.38
"153536","94076",2022,310456.77,5622.39,57.41
"153537","94076",2023,286916.49,5353.49,55.7
"153538","94077",2019,230779.52,3664.15,66.98
"153539","94077",2020,239830.68,3908.94,66.37
"153540","94077",2021,270695.85,3964.31,70.27
"153541","94077",2022,269415.16,4150.69,67.88
"153542","94077",2023,263476.93,3910.9,70.05
"153543","94078",2019,177722.5,3029.88,61.65
"153544","94078",2020,172499.91,3034.34,59.51
"153545","94078",2021,177408.03,3155.69,59.3
"153546","94078",2022,195594.03,3387.07,59.62
"153547","94078",2023,190139.43,3441.15,57.74
"153548","94079",2019,278309.33,3932.24,73.95
"153549","94079",2020,297087.38,4176.31,71.93
"153550","94079",2021,305650.97,4310.9,72.64
"153551","94079",2022,312923.89,4447.51,70.26
"153552","94079",2023,296925.19,4463.45,67.4
"153553","94080",2019,470430.52,8496.91,54.69
"153554","94080",2020,492713.81,9134.98,53.82
"153555","94080",2021,515346.38,9528.41,53.15
"153556","94080",2022,518407.06,9368.44,54.89
"153557","94080",2023,500094.22,9025.92,54.64
"153558","94081",2019,255788.67,4162.54,63.02
"153559","94081",2020,282155.75,4536.51,63.61
"153560","94081",2021,282725.71,4594.88,64.03
"153561","94081",2022,300324.73,4777.37,64.9
"153562","94081",2023,283654.74,4647.22,62.22
"153588","95018",2019,218187.74,3353.12,67.62
"153589","95018",2020,231814.07,3607.44,67.02
"153590","95018",2021,245551.29,3718.54,68.25
"153591","95018",2022,254095.33,3978.19,66.26
"153592","95018",2023,236847.4,3711.5,66.14
"153682","95063",2019,281939.66,4327.9,67.5
"153683","95063",2020,274024,4154.39,66.81
"153684","95063",2021,290334.9,4496.73,66.05
"153685","95063",2022,290939.8,4631.4,65.37
"153686","95063",2023,278741.61,4644.17,61.24
"153742","95127",2019,193454.73,2927.88,70.03
"153743","95127",2020,198070.7,3065.54,68.69
"153744","95127",2021,203108.43,3290.93,65.9
"153745","95127",2022,212792.97,3409.45,65.74
"153746","95127",2023,204590.34,3370.84,64.66
"153801","95176",2019,307498.35,4007.42,78.12
"153802","95176",2020,316397.61,4301.92,75.86
"153803","95176",2021,350109.73,4442.3,79.65
"153804","95176",2022,356243.98,4636.35,78.69
"153805","95176",2023,343806.61,4560.29,77
"153821","95197",2019,269883.05,3596.48,76.27
"153822","95197",2020,280086.8,3786.45,73.9
"153823","95197",2021,286387.95,3981.09,73.09
"153824","95197",2022,305493.55,4182.6,74.26
"153825","95197",2023,288256.45,3945.91,73.22
"153831","95203",2019,293500.36,3834.29,78.51
"153832","95203",2020,305403.43,4045.86,77.86
"153833","95203",2021,337885.68,4244.71,80.63
"153834","95203",2022,323509.21,4382.98,75.35
"153835","95203",2023,337554.91,4431.47,78.6
"153868","95219",2019,278892.11,3677.03,76.82
"153869","95219",2020,284108.97,3923.56,74.88
"153870","95219",2021,309592.38,4132.89,76.65
"153871","95219",2022,321112.71,4455.22,72.81
"153872","95219",2023,291204.46,4232.76,70.66
"153888","95252",2019,216516.94,3031.65,72.05
"153889","95252",2020,215458.28,3148.47,69.64
"153890","95252",2021,249934.16,3586.11,70.09
"153891","95252",2022,236961.51,3515.09,68.7
"153892","95252",2023,232141.06,3351.03,69.62
"153917","95268",2019,160148.74,2465.35,65.34
"153918","95268",2020,162157.25,2464.87,66.67
"153919","95268",2021,169787.23,2599.24,66.11
"153920","95268",2022,180988.7,2678.06,68.77
"153921","95268",2023,174996.42,2763.3,64.71
"153932","95277",2019,210142.9,2841.53,76.64
"153933","95277",2020,204388.72,3101.52,70.43
"153934","95277",2021,224786.42,3190.92,71.13
"153935","95277",2022,221246.63,3274.97,69.81
"153936","95277",2023,233145.75,3143.35,74.85
"153937","95280",2019,220749.64,3211.89,74.27
"153938","95280",2020,234728.21,3381.91,75.82
"153939","95280",2021,247793.22,3478.94,75.94
"153940","95280",2022,261662.23,3721.36,74.54
"153941","95280",2023,252308.9,3630.79,73.37
"153976","95306",2019,272192.24,3670.3,76.68
"153977","95306",2020,295632.05,3966.13,77.19
"153978","95306",2021,326576.29,4102.29,81.55
"153979","95306",2022,328743.62,4252.42,78.27
"153980","95306",2023,314754.79,4178.96,77.4
"154102","95424",2019,238727.21,3117.98,78.34
"154103","95424",2020,251592.36,3388.28,75.4
"154104","95424",2021,263397.48,3419.94,77.33
"154105","95424",2022,296039.28,3706.06,78.82
"154106","95424",2023,277437.22,3660.99,77.51
"154117","95428",2019,318715.85,3865.85,84.57
"154118","95428",2020,353650.14,4020.31,88.36
"154119","95428",2021,385778.45,4443.71,88.53
"154120","95428",2022,381962.58,4669.11,80.45
"154121","95428",2023,337163.83,4356.63,77.66
"154222","95500",2019,204366.83,3004.56,70.79
"154223","95500",2020,212895.16,3176.93,70.2
"154224","95500",2021,231832.13,3308.2,73.07
"154225","95500",2022,233876.55,3483.84,70.52
"154226","95500",2023,206274.49,3392.12,65.28
"154282","95555",2019,282945.75,3670.68,75.74
"154283","95555",2020,288986.04,3899.6,73.34
"154284","95555",2021,298574.24,4220.91,71.04
"154285","95555",2022,321791.75,4445.2,72.78
"154286","95555",2023,285683.32,4124.56,69.59
"154297","95572",2019,203539.87,2969.51,70.93
"154298","95572",2020,201056.94,3177.17,66.15
"154299","95572",2021,217689.57,3260.7,69.44
"154300","95572",2022,235338.08,3441.09,69.81
"154301","95572",2023,224687.51,3307.04,69.23
"154312","95582",2019,254368.33,3544.39,72.65
"154313","95582",2020,252064.38,3726.09,69.76
"154314","95582",2021,276746.29,3958.8,70.45
"154315","95582",2022,290755.26,4095.26,72.59
"154316","95582",2023,279972.19,4032.75,71.76
"154322","95585",2019,187834.5,2437.99,78.93
"154323","95585",2020,175353.42,2380.74,75.65
"154324","95585",2021,180739.27,2481.21,76.58
"154325","95585",2022,199688.96,2701.6,75.91
"154326","95585",2023,202930.77,2653.36,78.09
"154347","95607",2019,246215.85,3280.83,76.46
"154348","95607",2020,248258.26,3363.6,75.2
"154349","95607",2021,277983.54,3730.31,76.62
"154350","95607",2022,278883.57,3794.28,74.79
"154351","95607",2023,278235.75,3616.01,77.75
"154430","95680",2019,168848.14,2444.52,70.95
"154431","95680",2020,168773.1,2552.28,69.33
"154432","95680",2021,176547.05,2624.67,68.97
"154433","95680",2022,182349.1,2739.13,68.49
"154434","95680",2023,174609.03,2621.68,68.31
