Nombre d'enfants,2010,%,2015,%.1,2021,%.2,code_insee,Ville
1 enfant,1803,"22,9",1919,"25,0",1796,"22,2",92064,saint-cloud
2 enfants,1763,"22,4",1754,"22,8",1968,"24,3",92064,saint-cloud
3 enfants,776,"9,9",634,"8,2",624,"7,7",92064,saint-cloud
4 enfants ou plus,225,"2,9",212,"2,8",158,"2,0",92064,saint-cloud
Ensemble,5195,"100,0",4999,"100,0",5301,"100,0",92071,sceaux
Aucun enfant,2312,"44,5",2150,"43,0",2305,"43,5",92071,sceaux
1 enfant,1152,"22,2",1210,"24,2",1217,"23,0",92071,sceaux
2 enfants,1182,"22,7",1146,"22,9",1234,"23,3",92071,sceaux
3 enfants,421,"8,1",397,"7,9",424,"8,0",92071,sceaux
4 enfants ou plus,128,"2,5",97,"1,9",120,"2,3",92071,sceaux
Ensemble,6097,"100,0",6231,"100,0",6176,"100,0",92072,sevres
Aucun enfant,2367,"38,8",2553,"41,0",2601,"42,1",92072,sevres
1 enfant,1564,"25,7",1485,"23,8",1680,"27,2",92072,sevres
2 enfants,1537,"25,2",1508,"24,2",1356,"22,0",92072,sevres
3 enfants,502,"8,2",543,"8,7",439,"7,1",92072,sevres
4 enfants ou plus,127,"2,1",141,"2,3",100,"1,6",92072,sevres
Ensemble,12045,"100,0",12758,"100,0",12721,"100,0",92073,suresnes
Aucun enfant,4509,"37,4",5088,"39,9",4951,"38,9",92073,suresnes
1 enfant,3135,"26,0",3177,"24,9",3419,"26,9",92073,suresnes
2 enfants,3170,"26,3",3253,"25,5",3107,"24,4",92073,suresnes
3 enfants,942,"7,8",984,"7,7",1012,"8,0",92073,suresnes
4 enfants ou plus,289,"2,4",255,"2,0",232,"1,8",92073,suresnes
Ensemble,6887,"100,0",7038,"100,0",7029,"100,0",92075,vanves
Aucun enfant,2890,"42,0",3078,"43,7",3030,"43,1",92075,vanves
1 enfant,1802,"26,2",1760,"25,0",1800,"25,6",92075,vanves
2 enfants,1580,"22,9",1580,"22,4",1590,"22,6",92075,vanves
3 enfants,501,"7,3",470,"6,7",490,"7,0",92075,vanves
4 enfants ou plus,114,"1,7",150,"2,1",119,"1,7",92075,vanves
Ensemble,6313,"100,0",6146,"100,0",6644,"100,0",92078,villeneuve-la-garenne
Aucun enfant,1920,"30,4",2048,"33,3",2240,"33,7",92078,villeneuve-la-garenne
1 enfant,1704,"27,0",1624,"26,4",1613,"24,3",92078,villeneuve-la-garenne
2 enfants,1448,"22,9",1364,"22,2",1513,"22,8",92078,villeneuve-la-garenne
3 enfants,786,"12,4",757,"12,3",878,"13,2",92078,villeneuve-la-garenne
4 enfants ou plus,455,"7,2",355,"5,8",399,"6,0",92078,villeneuve-la-garenne
Ensemble,18300,"100,0",19175,"100,0",20864,"100,0",93001,aubervilliers
Aucun enfant,6391,"34,9",6445,"33,6",7313,"35,1",93001,aubervilliers
1 enfant,5044,"27,6",5312,"27,7",5250,"25,2",93001,aubervilliers
2 enfants,3871,"21,2",3818,"19,9",4381,"21,0",93001,aubervilliers
3 enfants,2045,"11,2",2483,"12,9",2531,"12,1",93001,aubervilliers
4 enfants ou plus,948,"5,2",1117,"5,8",1389,"6,7",93001,aubervilliers
Ensemble,20984,"100,0",21439,"100,0",22137,"100,0",93005,aulnay-sous-bois
Aucun enfant,7241,"34,5",7802,"36,4",7889,"35,6",93005,aulnay-sous-bois
1 enfant,5100,"24,3",4845,"22,6",5090,"23,0",93005,aulnay-sous-bois
2 enfants,4502,"21,5",4474,"20,9",4564,"20,6",93005,aulnay-sous-bois
3 enfants,2688,"12,8",2700,"12,6",3007,"13,6",93005,aulnay-sous-bois
4 enfants ou plus,1452,"6,9",1619,"7,5",1587,"7,2",93005,aulnay-sous-bois
Ensemble,8535,"100,0",8808,"100,0",9989,"100,0",93006,bagnolet
Aucun enfant,3199,"37,5",3372,"38,3",4050,"40,5",93006,bagnolet
1 enfant,2245,"26,3",2287,"26,0",2405,"24,1",93006,bagnolet
2 enfants,1907,"22,3",1945,"22,1",1979,"19,8",93006,bagnolet
3 enfants,875,"10,3",741,"8,4",1032,"10,3",93006,bagnolet
4 enfants ou plus,308,"3,6",463,"5,3",522,"5,2",93006,bagnolet
Ensemble,13405,"100,0",14278,"100,0",15511,"100,0",93007,le-blanc-mesnil
Aucun enfant,4671,"34,8",4952,"34,7",5408,"34,9",93007,le-blanc-mesnil
1 enfant,3279,"24,5",3407,"23,9",3818,"24,6",93007,le-blanc-mesnil
2 enfants,2971,"22,2",3040,"21,3",3353,"21,6",93007,le-blanc-mesnil
3 enfants,1758,"13,1",2031,"14,2",2034,"13,1",93007,le-blanc-mesnil
4 enfants ou plus,726,"5,4",848,"5,9",898,"5,8",93007,le-blanc-mesnil
Ensemble,11529,"100,0",12431,"100,0",13787,"100,0",93008,bobigny
Aucun enfant,3678,"31,9",3975,"32,0",4471,"32,4",93008,bobigny
1 enfant,3061,"26,6",3144,"25,3",3349,"24,3",93008,bobigny
2 enfants,2410,"20,9",2730,"22,0",2971,"21,6",93008,bobigny
3 enfants,1605,"13,9",1700,"13,7",1885,"13,7",93008,bobigny
4 enfants ou plus,775,"6,7",882,"7,1",1111,"8,1",93008,bobigny
Ensemble,13617,"100,0",13371,"100,0",13157,"100,0",93010,bondy
Aucun enfant,4644,"34,1",4562,"34,1",4676,"35,5",93010,bondy
1 enfant,3496,"25,7",3249,"24,3",3045,"23,1",93010,bondy
2 enfants,2955,"21,7",2993,"22,4",2760,"21,0",93010,bondy
3 enfants,1642,"12,1",1730,"12,9",1761,"13,4",93010,bondy
4 enfants ou plus,879,"6,5",837,"6,3",915,"7,0",93010,bondy
Ensemble,7084,"100,0",7166,"100,0",7531,"100,0",93014,clichy-sous-bois
Aucun enfant,1909,"26,9",2104,"29,4",2306,"30,6",93014,clichy-sous-bois
1 enfant,1643,"23,2",1472,"20,5",1652,"21,9",93014,clichy-sous-bois
2 enfants,1494,"21,1",1530,"21,4",1475,"19,6",93014,clichy-sous-bois
3 enfants,1139,"16,1",1151,"16,1",1110,"14,7",93014,clichy-sous-bois
4 enfants ou plus,899,"12,7",907,"12,7",988,"13,1",93014,clichy-sous-bois
Ensemble,8856,"100,0",9990,"100,0",11430,"100,0",93027,la-courneuve
Aucun enfant,2696,"30,4",3277,"32,8",4092,"35,8",93027,la-courneuve
1 enfant,2250,"25,4",2498,"25,0",2567,"22,5",93027,la-courneuve
2 enfants,2034,"23,0",2145,"21,5",2311,"20,2",93027,la-courneuve
3 enfants,1154,"13,0",1380,"13,8",1543,"13,5",93027,la-courneuve
4 enfants ou plus,723,"8,2",691,"6,9",917,"8,0",93027,la-courneuve
Ensemble,17456,"100,0",17956,"100,0",18471,"100,0",93029,drancy
Aucun enfant,6631,"38,0",6730,"37,5",6920,"37,5",93029,drancy
1 enfant,4652,"26,7",4491,"25,0",4566,"24,7",93029,drancy
2 enfants,3548,"20,3",3936,"21,9",4120,"22,3",93029,drancy
3 enfants,1870,"10,7",2046,"11,4",2150,"11,6",93029,drancy
4 enfants ou plus,755,"4,3",752,"4,2",715,"3,9",93029,drancy
Ensemble,13587,"100,0",13862,"100,0",13505,"100,0",93031,epinay-sur-seine
Aucun enfant,4413,"32,5",4966,"35,8",4846,"35,9",93031,epinay-sur-seine
1 enfant,3490,"25,7",3437,"24,8",3267,"24,2",93031,epinay-sur-seine
2 enfants,3054,"22,5",2708,"19,5",2664,"19,7",93031,epinay-sur-seine
3 enfants,1610,"11,9",1756,"12,7",1807,"13,4",93031,epinay-sur-seine
4 enfants ou plus,1020,"7,5",995,"7,2",921,"6,8",93031,epinay-sur-seine
Ensemble,10608,"100,0",10719,"100,0",10987,"100,0",93032,gagny
Aucun enfant,4327,"40,8",4157,"38,8",4098,"37,3",93032,gagny
1 enfant,2448,"23,1",2521,"23,5",2775,"25,3",93032,gagny
2 enfants,2443,"23,0",2641,"24,6",2614,"23,8",93032,gagny
3 enfants,973,"9,2",962,"9,0",1069,"9,7",93032,gagny
4 enfants ou plus,417,"3,9",438,"4,1",431,"3,9",93032,gagny
Ensemble,5568,"100,0",5808,"100,0",5860,"100,0",93045,les-lilas
Aucun enfant,2332,"41,9",2255,"38,8",2403,"41,0",93045,les-lilas
1 enfant,1437,"25,8",1609,"27,7",1547,"26,4",93045,les-lilas
2 enfants,1133,"20,4",1302,"22,4",1230,"21,0",93045,les-lilas
3 enfants,536,"9,6",457,"7,9",473,"8,1",93045,les-lilas
4 enfants ou plus,131,"2,3",185,"3,2",207,"3,5",93045,les-lilas
Ensemble,11313,"100,0",11850,"100,0",12149,"100,0",93046,livry-gargan
Aucun enfant,4697,"41,5",4731,"39,9",4572,"37,6",93046,livry-gargan
1 enfant,2909,"25,7",3071,"25,9",3023,"24,9",93046,livry-gargan
2 enfants,2547,"22,5",2653,"22,4",2728,"22,5",93046,livry-gargan
3 enfants,883,"7,8",1041,"8,8",1329,"10,9",93046,livry-gargan
4 enfants ou plus,279,"2,5",354,"3,0",498,"4,1",93046,livry-gargan
Ensemble,6609,"100,0",6728,"100,0",7341,"100,0",93047,montfermeil
Aucun enfant,2472,"37,4",2547,"37,9",2865,"39,0",93047,montfermeil
1 enfant,1523,"23,0",1522,"22,6",1647,"22,4",93047,montfermeil
2 enfants,1489,"22,5",1470,"21,8",1454,"19,8",93047,montfermeil
3 enfants,742,"11,2",795,"11,8",921,"12,5",93047,montfermeil
4 enfants ou plus,384,"5,8",393,"5,8",455,"6,2",93047,montfermeil
Ensemble,24729,"100,0",26005,"100,0",27656,"100,0",93048,montreuil
Aucun enfant,8994,"36,4",9885,"38,0",10762,"38,9",93048,montreuil
1 enfant,7051,"28,5",7242,"27,8",7418,"26,8",93048,montreuil
2 enfants,5393,"21,8",5463,"21,0",5799,"21,0",93048,montreuil
3 enfants,2274,"9,2",2372,"9,1",2506,"9,1",93048,montreuil
4 enfants ou plus,1017,"4,1",1043,"4,0",1171,"4,2",93048,montreuil
Ensemble,5649,"100,0",5642,"100,0",5654,"100,0",93049,neuilly-plaisance
Aucun enfant,2370,"42,0",2192,"38,9",2413,"42,7",93049,neuilly-plaisance
1 enfant,1488,"26,3",1491,"26,4",1393,"24,6",93049,neuilly-plaisance
2 enfants,1230,"21,8",1409,"25,0",1270,"22,5",93049,neuilly-plaisance
3 enfants,446,"7,9",422,"7,5",436,"7,7",93049,neuilly-plaisance
4 enfants ou plus,114,"2,0",128,"2,3",143,"2,5",93049,neuilly-plaisance
Ensemble,8889,"100,0",9130,"100,0",9973,"100,0",93050,neuilly-sur-marne
Aucun enfant,3327,"37,4",3398,"37,2",3514,"35,2",93050,neuilly-sur-marne
1 enfant,2434,"27,4",2356,"25,8",2475,"24,8",93050,neuilly-sur-marne
2 enfants,2037,"22,9",2086,"22,9",2370,"23,8",93050,neuilly-sur-marne
3 enfants,745,"8,4",898,"9,8",1106,"11,1",93050,neuilly-sur-marne
4 enfants ou plus,346,"3,9",390,"4,3",508,"5,1",93050,neuilly-sur-marne
Ensemble,16966,"100,0",17457,"100,0",19020,"100,0",93051,noisy-le-grand
Aucun enfant,6508,"38,4",6903,"39,5",7418,"39,0",93051,noisy-le-grand
1 enfant,4682,"27,6",4296,"24,6",4558,"24,0",93051,noisy-le-grand
2 enfants,3779,"22,3",4005,"22,9",4383,"23,0",93051,noisy-le-grand
3 enfants,1453,"8,6",1544,"8,8",1884,"9,9",93051,noisy-le-grand
4 enfants ou plus,543,"3,2",709,"4,1",777,"4,1",93051,noisy-le-grand
Ensemble,10206,"100,0",10770,"100,0",11411,"100,0",93053,noisy-le-sec
Aucun enfant,3557,"34,8",3615,"33,6",3763,"33,0",93053,noisy-le-sec
1 enfant,2800,"27,4",2800,"26,0",2967,"26,0",93053,noisy-le-sec
2 enfants,2276,"22,3",2449,"22,7",2534,"22,2",93053,noisy-le-sec
3 enfants,1054,"10,3",1320,"12,3",1502,"13,2",93053,noisy-le-sec
4 enfants ou plus,520,"5,1",586,"5,4",644,"5,6",93053,noisy-le-sec
Ensemble,13235,"100,0",13324,"100,0",15025,"100,0",93055,pantin
Aucun enfant,4685,"35,4",5016,"37,6",5433,"36,2",93055,pantin
1 enfant,3754,"28,4",3671,"27,6",4039,"26,9",93055,pantin
2 enfants,3038,"23,0",2823,"21,2",3309,"22,0",93055,pantin
3 enfants,1199,"9,1",1235,"9,3",1459,"9,7",93055,pantin
4 enfants ou plus,559,"4,2",578,"4,3",785,"5,2",93055,pantin
Ensemble,5987,"100,0",6278,"100,0",6355,"100,0",93057,les-pavillons-sous-bois
Aucun enfant,2439,"40,7",2376,"37,8",2250,"35,4",93057,les-pavillons-sous-bois
1 enfant,1575,"26,3",1705,"27,2",1758,"27,7",93057,les-pavillons-sous-bois
2 enfants,1366,"22,8",1484,"23,6",1421,"22,4",93057,les-pavillons-sous-bois
3 enfants,446,"7,5",519,"8,3",679,"10,7",93057,les-pavillons-sous-bois
4 enfants ou plus,161,"2,7",194,"3,1",247,"3,9",93057,les-pavillons-sous-bois
Ensemble,6827,"100,0",7201,"100,0",7668,"100,0",93059,pierrefitte-sur-seine
Aucun enfant,2196,"32,2",2296,"31,9",2449,"31,9",93059,pierrefitte-sur-seine
1 enfant,1681,"24,6",1659,"23,0",1895,"24,7",93059,pierrefitte-sur-seine
2 enfants,1618,"23,7",1624,"22,6",1600,"20,9",93059,pierrefitte-sur-seine
3 enfants,838,"12,3",1005,"14,0",1199,"15,6",93059,pierrefitte-sur-seine
4 enfants ou plus,494,"7,2",616,"8,6",525,"6,8",93059,pierrefitte-sur-seine
Ensemble,6596,"100,0",6741,"100,0",8814,"100,0",93063,romainville
Aucun enfant,2392,"36,3",2474,"36,7",3166,"35,9",93063,romainville
1 enfant,1789,"27,1",1843,"27,3",2531,"28,7",93063,romainville
2 enfants,1457,"22,1",1522,"22,6",2027,"23,0",93063,romainville
3 enfants,702,"10,6",652,"9,7",823,"9,3",93063,romainville
4 enfants ou plus,256,"3,9",250,"3,7",267,"3,0",93063,romainville
Ensemble,10907,"100,0",11798,"100,0",11761,"100,0",93064,rosny-sous-bois
Aucun enfant,4491,"41,2",4397,"37,3",4680,"39,8",93064,rosny-sous-bois
1 enfant,2839,"26,0",3244,"27,5",3090,"26,3",93064,rosny-sous-bois
2 enfants,2380,"21,8",2652,"22,5",2564,"21,8",93064,rosny-sous-bois
3 enfants,867,"7,9",1129,"9,6",1005,"8,5",93064,rosny-sous-bois
4 enfants ou plus,331,"3,0",375,"3,2",421,"3,6",93064,rosny-sous-bois
Ensemble,25117,"100,0",25548,"100,0",26944,"100,0",93066,saint-denis
Aucun enfant,8077,"32,2",8376,"32,8",9421,"35,0",93066,saint-denis
1 enfant,6908,"27,5",6836,"26,8",6909,"25,6",93066,saint-denis
2 enfants,5500,"21,9",5465,"21,4",5347,"19,8",93066,saint-denis
3 enfants,2985,"11,9",3129,"12,2",3335,"12,4",93066,saint-denis
4 enfants ou plus,1647,"6,6",1742,"6,8",1930,"7,2",93066,saint-denis
Ensemble,11305,"100,0",11342,"100,0",13353,"100,0",93070,saint-ouen-sur-seine
Aucun enfant,3856,"34,1",4147,"36,6",5112,"38,3",93070,saint-ouen-sur-seine
1 enfant,3739,"33,1",3339,"29,4",3602,"27,0",93070,saint-ouen-sur-seine
2 enfants,2374,"21,0",2455,"21,6",2740,"20,5",93070,saint-ouen-sur-seine
3 enfants,1009,"8,9",1033,"9,1",1321,"9,9",93070,saint-ouen-sur-seine
4 enfants ou plus,326,"2,9",368,"3,2",578,"4,3",93070,saint-ouen-sur-seine
Ensemble,12576,"100,0",12596,"100,0",13120,"100,0",93071,sevran
Aucun enfant,4078,"32,4",4158,"33,0",4772,"36,4",93071,sevran
1 enfant,3028,"24,1",2927,"23,2",3010,"22,9",93071,sevran
2 enfants,2953,"23,5",2854,"22,7",2522,"19,2",93071,sevran
3 enfants,1661,"13,2",1755,"13,9",1861,"14,2",93071,sevran
4 enfants ou plus,857,"6,8",903,"7,2",956,"7,3",93071,sevran
Ensemble,8071,"100,0",9511,"100,0",9532,"100,0",93072,stains
Aucun enfant,2448,"30,3",2817,"29,6",2445,"25,6",93072,stains
1 enfant,1913,"23,7",2328,"24,5",2586,"27,1",93072,stains
2 enfants,1829,"22,7",2094,"22,0",2180,"22,9",93072,stains
3 enfants,1150,"14,2",1375,"14,5",1428,"15,0",93072,stains
4 enfants ou plus,731,"9,1",897,"9,4",893,"9,4",93072,stains
Ensemble,9248,"100,0",9294,"100,0",9916,"100,0",93073,tremblay-en-france
Aucun enfant,3464,"37,5",3419,"36,8",3758,"37,9",93073,tremblay-en-france
1 enfant,2210,"23,9",2109,"22,7",2127,"21,5",93073,tremblay-en-france
2 enfants,2158,"23,3",2075,"22,3",2123,"21,4",93073,tremblay-en-france
3 enfants,1001,"10,8",1202,"12,9",1334,"13,5",93073,tremblay-en-france
4 enfants ou plus,416,"4,5",489,"5,3",573,"5,8",93073,tremblay-en-france
Ensemble,7546,"100,0",7919,"100,0",8138,"100,0",93077,villemomble
Aucun enfant,3054,"40,5",3155,"39,8",3203,"39,4",93077,villemomble
1 enfant,1964,"26,0",1985,"25,1",2154,"26,5",93077,villemomble
2 enfants,1697,"22,5",1895,"23,9",1805,"22,2",93077,villemomble
3 enfants,625,"8,3",630,"7,9",693,"8,5",93077,villemomble
4 enfants ou plus,205,"2,7",254,"3,2",283,"3,5",93077,villemomble
Ensemble,8938,"100,0",9153,"100,0",9800,"100,0",93078,villepinte
Aucun enfant,2895,"32,4",3156,"34,5",3268,"33,3",93078,villepinte
1 enfant,2201,"24,6",2044,"22,3",2285,"23,3",93078,villepinte
2 enfants,2032,"22,7",2038,"22,3",2070,"21,1",93078,villepinte
3 enfants,1183,"13,2",1230,"13,4",1359,"13,9",93078,villepinte
4 enfants ou plus,626,"7,0",685,"7,5",818,"8,3",93078,villepinte
Ensemble,11362,"100,0",11232,"100,0",11578,"100,0",94002,alfortville
Aucun enfant,4776,"42,0",4512,"40,2",4871,"42,1",94002,alfortville
1 enfant,2992,"26,3",3139,"27,9",2903,"25,1",94002,alfortville
2 enfants,2409,"21,2",2336,"20,8",2528,"21,8",94002,alfortville
3 enfants,860,"7,6",936,"8,3",993,"8,6",94002,alfortville
4 enfants ou plus,325,"2,9",309,"2,8",283,"2,4",94002,alfortville
Ensemble,5151,"100,0",5449,"100,0",5351,"100,0",94003,arcueil
Aucun enfant,2111,"41,0",2028,"37,2",2057,"38,4",94003,arcueil
1 enfant,1374,"26,7",1521,"27,9",1556,"29,1",94003,arcueil
2 enfants,1103,"21,4",1246,"22,9",1140,"21,3",94003,arcueil
3 enfants,383,"7,4",495,"9,1",425,"7,9",94003,arcueil
4 enfants ou plus,180,"3,5",160,"2,9",173,"3,2",94003,arcueil
Ensemble,6886,"100,0",7297,"100,0",7243,"100,0",94016,cachan
Aucun enfant,2811,"40,8",3038,"41,6",2913,"40,2",94016,cachan
1 enfant,1610,"23,4",1809,"24,8",1781,"24,6",94016,cachan
2 enfants,1657,"24,1",1711,"23,4",1668,"23,0",94016,cachan
3 enfants,582,"8,4",557,"7,6",659,"9,1",94016,cachan
4 enfants ou plus,226,"3,3",182,"2,5",223,"3,1",94016,cachan
Ensemble,19918,"100,0",19914,"100,0",20631,"100,0",94017,champigny-sur-marne
Aucun enfant,7410,"37,2",7227,"36,3",7792,"37,8",94017,champigny-sur-marne
1 enfant,5195,"26,1",5229,"26,3",5328,"25,8",94017,champigny-sur-marne
2 enfants,4714,"23,7",4713,"23,7",4618,"22,4",94017,champigny-sur-marne
3 enfants,1823,"9,2",1964,"9,9",1938,"9,4",94017,champigny-sur-marne
4 enfants ou plus,777,"3,9",781,"3,9",955,"4,6",94017,champigny-sur-marne
Ensemble,7692,"100,0",8003,"100,0",7722,"100,0",94018,charenton-le-pont
Aucun enfant,3058,"39,8",3213,"40,1",3246,"42,0",94018,charenton-le-pont
1 enfant,2150,"28,0",2142,"26,8",1995,"25,8",94018,charenton-le-pont
2 enfants,1801,"23,4",1869,"23,3",1719,"22,3",94018,charenton-le-pont
3 enfants,567,"7,4",628,"7,8",568,"7,4",94018,charenton-le-pont
4 enfants ou plus,116,"1,5",152,"1,9",195,"2,5",94018,charenton-le-pont
Ensemble,4915,"100,0",5030,"100,0",5196,"100,0",94021,chevilly-larue
Aucun enfant,1964,"40,0",1916,"38,1",2184,"42,0",94021,chevilly-larue
1 enfant,1283,"26,1",1366,"27,2",1215,"23,4",94021,chevilly-larue
2 enfants,1138,"23,2",1123,"22,3",1148,"22,1",94021,chevilly-larue
3 enfants,374,"7,6",450,"9,0",473,"9,1",94021,chevilly-larue
4 enfants ou plus,155,"3,2",174,"3,5",175,"3,4",94021,chevilly-larue
Ensemble,10545,"100,0",11178,"100,0",11774,"100,0",94022,choisy-le-roi
Aucun enfant,4150,"39,4",4265,"38,2",4349,"36,9",94022,choisy-le-roi
1 enfant,2884,"27,3",2819,"25,2",3177,"27,0",94022,choisy-le-roi
2 enfants,2387,"22,6",2665,"23,8",2685,"22,8",94022,choisy-le-roi
3 enfants,749,"7,1",1009,"9,0",1127,"9,6",94022,choisy-le-roi
4 enfants ou plus,374,"3,5",420,"3,8",436,"3,7",94022,choisy-le-roi
Ensemble,23113,"100,0",22893,"100,0",23091,"100,0",94028,creteil
Aucun enfant,8420,"36,4",8404,"36,7",8609,"37,3",94028,creteil
1 enfant,6384,"27,6",6093,"26,6",5957,"25,8",94028,creteil
2 enfants,4897,"21,2",5047,"22,0",4996,"21,6",94028,creteil
3 enfants,2272,"9,8",2395,"10,5",2317,"10,0",94028,creteil
4 enfants ou plus,1140,"4,9",954,"4,2",1211,"5,2",94028,creteil
Ensemble,14008,"100,0",14315,"100,0",13807,"100,0",94033,fontenay-sous-bois
Aucun enfant,5333,"38,1",5409,"37,8",5413,"39,2",94033,fontenay-sous-bois
1 enfant,3860,"27,6",3938,"27,5",3648,"26,4",94033,fontenay-sous-bois
2 enfants,3178,"22,7",3378,"23,6",3224,"23,4",94033,fontenay-sous-bois
3 enfants,1281,"9,1",1198,"8,4",1104,"8,0",94033,fontenay-sous-bois
4 enfants ou plus,356,"2,5",392,"2,7",418,"3,0",94033,fontenay-sous-bois
Ensemble,6442,"100,0",6445,"100,0",6550,"100,0",94034,fresnes
Aucun enfant,2560,"39,7",2372,"36,8",2265,"34,6",94034,fresnes
1 enfant,1736,"26,9",1743,"27,1",1778,"27,2",94034,fresnes
2 enfants,1482,"23,0",1567,"24,3",1660,"25,3",94034,fresnes
3 enfants,507,"7,9",540,"8,4",629,"9,6",94034,fresnes
4 enfants ou plus,158,"2,4",223,"3,5",218,"3,3",94034,fresnes
Ensemble,8157,"100,0",8131,"100,0",8210,"100,0",94038,l-hay-les-roses
Aucun enfant,3550,"43,5",3350,"41,2",3269,"39,8",94038,l-hay-les-roses
1 enfant,1899,"23,3",2060,"25,3",2010,"24,5",94038,l-hay-les-roses
2 enfants,1750,"21,5",1718,"21,1",1804,"22,0",94038,l-hay-les-roses
3 enfants,717,"8,8",769,"9,5",848,"10,3",94038,l-hay-les-roses
4 enfants ou plus,242,"3,0",234,"2,9",279,"3,4",94038,l-hay-les-roses
Ensemble,13823,"100,0",14391,"100,0",14563,"100,0",94041,ivry-sur-seine
Aucun enfant,5739,"41,5",6009,"41,8",5842,"40,1",94041,ivry-sur-seine
1 enfant,3898,"28,2",3788,"26,3",3708,"25,5",94041,ivry-sur-seine
2 enfants,2637,"19,1",2862,"19,9",3066,"21,1",94041,ivry-sur-seine
3 enfants,1079,"7,8",1188,"8,3",1256,"8,6",94041,ivry-sur-seine
4 enfants ou plus,471,"3,4",544,"3,8",691,"4,7",94041,ivry-sur-seine
Ensemble,4633,"100,0",5016,"100,0",5451,"100,0",94042,joinville-le-pont
Aucun enfant,2066,"44,6",2177,"43,4",2272,"41,7",94042,joinville-le-pont
1 enfant,1180,"25,5",1325,"26,4",1484,"27,2",94042,joinville-le-pont
2 enfants,1004,"21,7",1083,"21,6",1164,"21,3",94042,joinville-le-pont
3 enfants,297,"6,4",354,"7,1",422,"7,7",94042,joinville-le-pont
4 enfants ou plus,87,"1,9",77,"1,5",109,"2,0",94042,joinville-le-pont
Ensemble,6431,"100,0",6336,"100,0",5842,"100,0",94043,le-kremlin-bicetre
Aucun enfant,2440,"37,9",2579,"40,7",2697,"46,2",94043,le-kremlin-bicetre
1 enfant,1947,"30,3",1719,"27,1",1380,"23,6",94043,le-kremlin-bicetre
2 enfants,1439,"22,4",1400,"22,1",1129,"19,3",94043,le-kremlin-bicetre
3 enfants,487,"7,6",475,"7,5",462,"7,9",94043,le-kremlin-bicetre
4 enfants ou plus,117,"1,8",163,"2,6",175,"3,0",94043,le-kremlin-bicetre
Ensemble,5260,"100,0",6518,"100,0",7203,"100,0",94044,limeil-brevannes
Aucun enfant,1925,"36,6",2215,"34,0",2434,"33,8",94044,limeil-brevannes
1 enfant,1422,"27,0",1787,"27,4",2001,"27,8",94044,limeil-brevannes
2 enfants,1237,"23,5",1593,"24,4",1652,"22,9",94044,limeil-brevannes
3 enfants,538,"10,2",665,"10,2",773,"10,7",94044,limeil-brevannes
4 enfants ou plus,137,"2,6",259,"4,0",342,"4,8",94044,limeil-brevannes
Ensemble,13830,"100,0",14673,"100,0",15476,"100,0",94046,maisons-alfort
Aucun enfant,6295,"45,5",6599,"45,0",6827,"44,1",94046,maisons-alfort
1 enfant,3704,"26,8",3778,"25,7",4137,"26,7",94046,maisons-alfort
2 enfants,2819,"20,4",3174,"21,6",3280,"21,2",94046,maisons-alfort
3 enfants,798,"5,8",912,"6,2",979,"6,3",94046,maisons-alfort
4 enfants ou plus,213,"1,5",211,"1,4",253,"1,6",94046,maisons-alfort
Ensemble,8622,"100,0",8621,"100,0",8843,"100,0",94052,nogent-sur-marne
Aucun enfant,3777,"43,8",3930,"45,6",3737,"42,3",94052,nogent-sur-marne
1 enfant,2387,"27,7",2220,"25,8",2243,"25,4",94052,nogent-sur-marne
2 enfants,1786,"20,7",1812,"21,0",2107,"23,8",94052,nogent-sur-marne
3 enfants,561,"6,5",560,"6,5",616,"7,0",94052,nogent-sur-marne
4 enfants ou plus,110,"1,3",99,"1,1",140,"1,6",94052,nogent-sur-marne
Ensemble,5401,"100,0",5997,"100,0",6179,"100,0",94054,orly
Aucun enfant,1914,"35,4",2019,"33,7",2277,"36,9",94054,orly
1 enfant,1421,"26,3",1573,"26,2",1457,"23,6",94054,orly
2 enfants,1168,"21,6",1309,"21,8",1310,"21,2",94054,orly
3 enfants,579,"10,7",783,"13,1",738,"12,0",94054,orly
4 enfants ou plus,319,"5,9",313,"5,2",396,"6,4",94054,orly
Ensemble,8916,"100,0",9284,"100,0",9317,"100,0",94058,le-perreux-sur-marne
Aucun enfant,3888,"43,6",4041,"43,5",3889,"41,7",94058,le-perreux-sur-marne
1 enfant,2284,"25,6",2354,"25,4",2492,"26,7",94058,le-perreux-sur-marne
2 enfants,1979,"22,2",2105,"22,7",2258,"24,2",94058,le-perreux-sur-marne
3 enfants,629,"7,0",667,"7,2",584,"6,3",94058,le-perreux-sur-marne
4 enfants ou plus,137,"1,5",117,"1,3",95,"1,0",94058,le-perreux-sur-marne
Ensemble,5545,"100,0",5676,"100,0",5634,"100,0",94059,le-plessis-trevise
Aucun enfant,2419,"43,6",2405,"42,4",2185,"38,8",94059,le-plessis-trevise
1 enfant,1391,"25,1",1425,"25,1",1598,"28,4",94059,le-plessis-trevise
2 enfants,1332,"24,0",1362,"24,0",1367,"24,3",94059,le-plessis-trevise
3 enfants,300,"5,4",369,"6,5",346,"6,1",94059,le-plessis-trevise
4 enfants ou plus,105,"1,9",115,"2,0",139,"2,5",94059,le-plessis-trevise
Ensemble,5708,"100,0",5839,"100,0",5438,"100,0",94067,saint-mande
