"","Statut","%","code_insee","Ville"
"1","Marié(e)","35,6","01053","bourg-en-bresse"
"2","Pacsé(e)","3,1","01053","bourg-en-bresse"
"3","En concubinage ou union libre","9,1","01053","bourg-en-bresse"
"4","Veuf, veuve","7,4","01053","bourg-en-bresse"
"5","Divorcé(e)","10,3","01053","bourg-en-bresse"
"6","Célibataire","34,6","01053","bourg-en-bresse"
"7","Marié(e)","48,4","01283","oyonnax"
"8","Pacsé(e)","1,7","01283","oyonnax"
"9","En concubinage ou union libre","8,8","01283","oyonnax"
"10","Veuf, veuve","6,9","01283","oyonnax"
"11","Divorcé(e)","8,1","01283","oyonnax"
"12","Célibataire","26,1","01283","oyonnax"
"13","Marié(e)","29,5","02408","laon"
"14","Pacsé(e)","3,0","02408","laon"
"15","En concubinage ou union libre","13,0","02408","laon"
"16","Veuf, veuve","8,1","02408","laon"
"17","Divorcé(e)","9,3","02408","laon"
"18","Célibataire","37,0","02408","laon"
"19","Marié(e)","33,6","02691","saint-quentin"
"20","Pacsé(e)","4,2","02691","saint-quentin"
"21","En concubinage ou union libre","12,4","02691","saint-quentin"
"22","Veuf, veuve","9,1","02691","saint-quentin"
"23","Divorcé(e)","7,9","02691","saint-quentin"
"24","Célibataire","32,7","02691","saint-quentin"
"25","Marié(e)","36,8","02722","soissons"
"26","Pacsé(e)","2,4","02722","soissons"
"27","En concubinage ou union libre","11,4","02722","soissons"
"28","Veuf, veuve","9,6","02722","soissons"
"29","Divorcé(e)","9,7","02722","soissons"
"30","Célibataire","30,0","02722","soissons"
"31","Marié(e)","33,4","03185","montlucon"
"32","Pacsé(e)","3,9","03185","montlucon"
"33","En concubinage ou union libre","9,2","03185","montlucon"
"34","Veuf, veuve","10,1","03185","montlucon"
"35","Divorcé(e)","10,3","03185","montlucon"
"36","Célibataire","33,1","03185","montlucon"
"37","Marié(e)","31,1","03310","vichy"
"38","Pacsé(e)","3,1","03310","vichy"
"39","En concubinage ou union libre","8,8","03310","vichy"
"40","Veuf, veuve","12,3","03310","vichy"
"41","Divorcé(e)","12,6","03310","vichy"
"42","Célibataire","32,2","03310","vichy"
"43","Marié(e)","43,0","04112","manosque"
"44","Pacsé(e)","3,6","04112","manosque"
"45","En concubinage ou union libre","9,6","04112","manosque"
"46","Veuf, veuve","8,9","04112","manosque"
"47","Divorcé(e)","10,2","04112","manosque"
"48","Célibataire","24,7","04112","manosque"
"49","Marié(e)","40,1","05061","gap"
"50","Pacsé(e)","5,3","05061","gap"
"51","En concubinage ou union libre","10,9","05061","gap"
"52","Veuf, veuve","7,6","05061","gap"
"53","Divorcé(e)","10,0","05061","gap"
"54","Célibataire","26,1","05061","gap"
"55","Marié(e)","41,2","06004","antibes"
"56","Pacsé(e)","5,4","06004","antibes"
"57","En concubinage ou union libre","9,7","06004","antibes"
"58","Veuf, veuve","8,4","06004","antibes"
"59","Divorcé(e)","9,4","06004","antibes"
"60","Célibataire","25,9","06004","antibes"
"61","Marié(e)","40,8","06027","cagnes-sur-mer"
"62","Pacsé(e)","4,6","06027","cagnes-sur-mer"
"63","En concubinage ou union libre","11,1","06027","cagnes-sur-mer"
"64","Veuf, veuve","8,6","06027","cagnes-sur-mer"
"65","Divorcé(e)","9,8","06027","cagnes-sur-mer"
"66","Célibataire","25,1","06027","cagnes-sur-mer"
"67","Marié(e)","38,3","06029","cannes"
"68","Pacsé(e)","3,3","06029","cannes"
"69","En concubinage ou union libre","9,1","06029","cannes"
"70","Veuf, veuve","9,7","06029","cannes"
"71","Divorcé(e)","10,3","06029","cannes"
"72","Célibataire","29,5","06029","cannes"
"73","Marié(e)","40,5","06030","le-cannet"
"74","Pacsé(e)","4,5","06030","le-cannet"
"75","En concubinage ou union libre","9,2","06030","le-cannet"
"76","Veuf, veuve","9,4","06030","le-cannet"
"77","Divorcé(e)","10,2","06030","le-cannet"
"78","Célibataire","26,1","06030","le-cannet"
"79","Marié(e)","42,6","06069","grasse"
"80","Pacsé(e)","5,4","06069","grasse"
"81","En concubinage ou union libre","11,0","06069","grasse"
"82","Veuf, veuve","6,7","06069","grasse"
"83","Divorcé(e)","8,2","06069","grasse"
"84","Célibataire","26,2","06069","grasse"
"85","Marié(e)","44,6","06079","mandelieu-la-napoule"
"86","Pacsé(e)","4,9","06079","mandelieu-la-napoule"
"87","En concubinage ou union libre","11,6","06079","mandelieu-la-napoule"
"88","Veuf, veuve","8,4","06079","mandelieu-la-napoule"
"89","Divorcé(e)","9,4","06079","mandelieu-la-napoule"
"90","Célibataire","21,1","06079","mandelieu-la-napoule"
"91","Marié(e)","43,6","06083","menton"
"92","Pacsé(e)","4,5","06083","menton"
"93","En concubinage ou union libre","10,7","06083","menton"
"94","Veuf, veuve","8,7","06083","menton"
"95","Divorcé(e)","9,1","06083","menton"
"96","Célibataire","23,4","06083","menton"
"97","Marié(e)","38,3","06088","nice"
"98","Pacsé(e)","4,1","06088","nice"
"99","En concubinage ou union libre","9,6","06088","nice"
"100","Veuf, veuve","7,3","06088","nice"
"101","Divorcé(e)","9,3","06088","nice"
"102","Célibataire","31,4","06088","nice"
"103","Marié(e)","41,7","06123","saint-laurent-du-var"
"104","Pacsé(e)","5,7","06123","saint-laurent-du-var"
"105","En concubinage ou union libre","12,6","06123","saint-laurent-du-var"
"106","Veuf, veuve","6,6","06123","saint-laurent-du-var"
"107","Divorcé(e)","9,1","06123","saint-laurent-du-var"
"108","Célibataire","24,3","06123","saint-laurent-du-var"
"109","Marié(e)","45,0","06155","vallauris"
"110","Pacsé(e)","3,5","06155","vallauris"
"111","En concubinage ou union libre","11,0","06155","vallauris"
"112","Veuf, veuve","9,0","06155","vallauris"
"113","Divorcé(e)","8,2","06155","vallauris"
"114","Célibataire","23,3","06155","vallauris"
"115","Marié(e)","35,0","08105","charleville-mezieres"
"116","Pacsé(e)","3,6","08105","charleville-mezieres"
"117","En concubinage ou union libre","10,4","08105","charleville-mezieres"
"118","Veuf, veuve","9,2","08105","charleville-mezieres"
"119","Divorcé(e)","9,2","08105","charleville-mezieres"
"120","Célibataire","32,6","08105","charleville-mezieres"
"121","Marié(e)","26,0","10387","troyes"
"122","Pacsé(e)","3,4","10387","troyes"
"123","En concubinage ou union libre","13,0","10387","troyes"
"124","Veuf, veuve","7,2","10387","troyes"
"125","Divorcé(e)","8,5","10387","troyes"
"126","Célibataire","41,8","10387","troyes"
"127","Marié(e)","37,7","11069","carcassonne"
"128","Pacsé(e)","3,9","11069","carcassonne"
"129","En concubinage ou union libre","9,6","11069","carcassonne"
"130","Veuf, veuve","8,1","11069","carcassonne"
"131","Divorcé(e)","9,8","11069","carcassonne"
"132","Célibataire","31,0","11069","carcassonne"
"133","Marié(e)","37,4","11262","narbonne"
"134","Pacsé(e)","4,4","11262","narbonne"
"135","En concubinage ou union libre","9,6","11262","narbonne"
"136","Veuf, veuve","8,3","11262","narbonne"
"137","Divorcé(e)","10,4","11262","narbonne"
"138","Célibataire","29,9","11262","narbonne"
"139","Marié(e)","42,9","12145","millau"
"140","Pacsé(e)","4,7","12145","millau"
"141","En concubinage ou union libre","10,9","12145","millau"
"142","Veuf, veuve","8,5","12145","millau"
"143","Divorcé(e)","8,0","12145","millau"
"144","Célibataire","25,0","12145","millau"
"145","Marié(e)","32,9","12202","rodez"
"146","Pacsé(e)","3,8","12202","rodez"
"147","En concubinage ou union libre","10,4","12202","rodez"
"148","Veuf, veuve","8,0","12202","rodez"
"149","Divorcé(e)","7,7","12202","rodez"
"150","Célibataire","37,2","12202","rodez"
"151","Marié(e)","33,2","13001","aix-en-provence"
"152","Pacsé(e)","5,2","13001","aix-en-provence"
"153","En concubinage ou union libre","11,1","13001","aix-en-provence"
"154","Veuf, veuve","7,7","13001","aix-en-provence"
"155","Divorcé(e)","8,0","13001","aix-en-provence"
"156","Célibataire","34,8","13001","aix-en-provence"
"157","Marié(e)","50,9","13002","allauch"
"158","Pacsé(e)","5,9","13002","allauch"
"159","En concubinage ou union libre","8,8","13002","allauch"
"160","Veuf, veuve","6,2","13002","allauch"
"161","Divorcé(e)","6,6","13002","allauch"
"162","Célibataire","21,5","13002","allauch"
"163","Marié(e)","43,9","13004","arles"
"164","Pacsé(e)","4,6","13004","arles"
"165","En concubinage ou union libre","9,6","13004","arles"
"166","Veuf, veuve","7,4","13004","arles"
"167","Divorcé(e)","8,1","13004","arles"
"168","Célibataire","26,4","13004","arles"
"169","Marié(e)","39,9","13005","aubagne"
"170","Pacsé(e)","4,5","13005","aubagne"
"171","En concubinage ou union libre","10,1","13005","aubagne"
"172","Veuf, veuve","7,8","13005","aubagne"
"173","Divorcé(e)","9,2","13005","aubagne"
"174","Célibataire","28,6","13005","aubagne"
"175","Marié(e)","39,7","13028","la-ciotat"
"176","Pacsé(e)","4,1","13028","la-ciotat"
"177","En concubinage ou union libre","10,0","13028","la-ciotat"
"178","Veuf, veuve","9,4","13028","la-ciotat"
"179","Divorcé(e)","10,0","13028","la-ciotat"
"180","Célibataire","26,8","13028","la-ciotat"
"181","Marié(e)","41,9","13041","gardanne"
"182","Pacsé(e)","4,7","13041","gardanne"
"183","En concubinage ou union libre","11,4","13041","gardanne"
"184","Veuf, veuve","6,6","13041","gardanne"
"185","Divorcé(e)","8,1","13041","gardanne"
"186","Célibataire","27,4","13041","gardanne"
"187","Marié(e)","43,3","13047","istres"
"188","Pacsé(e)","7,2","13047","istres"
"189","En concubinage ou union libre","10,3","13047","istres"
"190","Veuf, veuve","5,9","13047","istres"
"191","Divorcé(e)","8,2","13047","istres"
"192","Célibataire","25,1","13047","istres"
"193","Marié(e)","45,6","13054","marignane"
"194","Pacsé(e)","4,7","13054","marignane"
"195","En concubinage ou union libre","9,6","13054","marignane"
"196","Veuf, veuve","7,3","13054","marignane"
"197","Divorcé(e)","8,0","13054","marignane"
"198","Célibataire","24,8","13054","marignane"
"199","Marié(e)","36,9","13055","marseille"
"200","Pacsé(e)","3,8","13055","marseille"
"201","En concubinage ou union libre","9,9","13055","marseille"
"202","Veuf, veuve","6,6","13055","marseille"
"203","Divorcé(e)","8,4","13055","marseille"
"204","Célibataire","34,4","13055","marseille"
"205","Marié(e)","41,2","13056","martigues"
"206","Pacsé(e)","4,8","13056","martigues"
"207","En concubinage ou union libre","10,4","13056","martigues"
"208","Veuf, veuve","7,8","13056","martigues"
"209","Divorcé(e)","9,0","13056","martigues"
"210","Célibataire","26,8","13056","martigues"
"211","Marié(e)","46,6","13063","miramas"
"212","Pacsé(e)","5,0","13063","miramas"
"213","En concubinage ou union libre","8,8","13063","miramas"
"214","Veuf, veuve","6,8","13063","miramas"
"215","Divorcé(e)","7,4","13063","miramas"
"216","Célibataire","25,3","13063","miramas"
"217","Marié(e)","47,3","13071","les-pennes-mirabeau"
"218","Pacsé(e)","5,9","13071","les-pennes-mirabeau"
"219","En concubinage ou union libre","9,8","13071","les-pennes-mirabeau"
"220","Veuf, veuve","6,8","13071","les-pennes-mirabeau"
"221","Divorcé(e)","6,4","13071","les-pennes-mirabeau"
"222","Célibataire","23,8","13071","les-pennes-mirabeau"
"223","Marié(e)","40,2","13103","salon-de-provence"
"224","Pacsé(e)","5,1","13103","salon-de-provence"
"225","En concubinage ou union libre","10,1","13103","salon-de-provence"
"226","Veuf, veuve","7,4","13103","salon-de-provence"
"227","Divorcé(e)","8,9","13103","salon-de-provence"
"228","Célibataire","28,2","13103","salon-de-provence"
"229","Marié(e)","43,9","13117","vitrolles"
"230","Pacsé(e)","5,5","13117","vitrolles"
"231","En concubinage ou union libre","9,0","13117","vitrolles"
"232","Veuf, veuve","6,4","13117","vitrolles"
"233","Divorcé(e)","8,5","13117","vitrolles"
"234","Célibataire","26,7","13117","vitrolles"
"235","Marié(e)","24,1","14118","caen"
"236","Pacsé(e)","4,3","14118","caen"
"237","En concubinage ou union libre","12,4","14118","caen"
"238","Veuf, veuve","6,3","14118","caen"
"239","Divorcé(e)","7,6","14118","caen"
"240","Célibataire","45,2","14118","caen"
"241","Marié(e)","29,1","14327","herouville-saint-clair"
"242","Pacsé(e)","3,3","14327","herouville-saint-clair"
"243","En concubinage ou union libre","13,3","14327","herouville-saint-clair"
"244","Veuf, veuve","6,7","14327","herouville-saint-clair"
"245","Divorcé(e)","8,7","14327","herouville-saint-clair"
"246","Célibataire","39,0","14327","herouville-saint-clair"
"247","Marié(e)","32,6","15014","aurillac"
"248","Pacsé(e)","3,8","15014","aurillac"
"249","En concubinage ou union libre","10,1","15014","aurillac"
"250","Veuf, veuve","10,9","15014","aurillac"
"251","Divorcé(e)","7,8","15014","aurillac"
"252","Célibataire","34,8","15014","aurillac"
"253","Marié(e)","27,6","16015","angouleme"
"254","Pacsé(e)","4,3","16015","angouleme"
"255","En concubinage ou union libre","11,1","16015","angouleme"
"256","Veuf, veuve","7,5","16015","angouleme"
"257","Divorcé(e)","10,2","16015","angouleme"
"258","Célibataire","39,3","16015","angouleme"
"259","Marié(e)","34,0","17299","rochefort"
"260","Pacsé(e)","3,9","17299","rochefort"
"261","En concubinage ou union libre","10,4","17299","rochefort"
"262","Veuf, veuve","9,4","17299","rochefort"
"263","Divorcé(e)","11,6","17299","rochefort"
"264","Célibataire","30,6","17299","rochefort"
"265","Marié(e)","30,3","17300","la-rochelle"
"266","Pacsé(e)","5,4","17300","la-rochelle"
"267","En concubinage ou union libre","10,5","17300","la-rochelle"
"268","Veuf, veuve","7,4","17300","la-rochelle"
"269","Divorcé(e)","9,4","17300","la-rochelle"
"270","Célibataire","37,1","17300","la-rochelle"
"271","Marié(e)","34,5","17415","saintes"
"272","Pacsé(e)","4,0","17415","saintes"
"273","En concubinage ou union libre","9,7","17415","saintes"
"274","Veuf, veuve","9,8","17415","saintes"
"275","Divorcé(e)","12,3","17415","saintes"
"276","Célibataire","29,7","17415","saintes"
"277","Marié(e)","36,0","18033","bourges"
"278","Pacsé(e)","4,1","18033","bourges"
"279","En concubinage ou union libre","10,2","18033","bourges"
"280","Veuf, veuve","8,4","18033","bourges"
"281","Divorcé(e)","7,7","18033","bourges"
"282","Célibataire","33,8","18033","bourges"
"283","Marié(e)","39,8","18279","vierzon"
"284","Pacsé(e)","2,0","18279","vierzon"
"285","En concubinage ou union libre","10,9","18279","vierzon"
"286","Veuf, veuve","10,5","18279","vierzon"
"287","Divorcé(e)","7,9","18279","vierzon"
"288","Célibataire","28,9","18279","vierzon"
"289","Marié(e)","36,5","19031","brive-la-gaillarde"
"290","Pacsé(e)","4,3","19031","brive-la-gaillarde"
"291","En concubinage ou union libre","10,8","19031","brive-la-gaillarde"
"292","Veuf, veuve","9,5","19031","brive-la-gaillarde"
"293","Divorcé(e)","9,5","19031","brive-la-gaillarde"
"294","Célibataire","29,3","19031","brive-la-gaillarde"
"295","Marié(e)","38,0","21054","beaune"
"296","Pacsé(e)","4,6","21054","beaune"
"297","En concubinage ou union libre","11,4","21054","beaune"
"298","Veuf, veuve","8,9","21054","beaune"
"299","Divorcé(e)","9,3","21054","beaune"
"300","Célibataire","27,7","21054","beaune"
"301","Marié(e)","28,3","21231","dijon"
"302","Pacsé(e)","4,8","21231","dijon"
"303","En concubinage ou union libre","12,3","21231","dijon"
"304","Veuf, veuve","6,0","21231","dijon"
"305","Divorcé(e)","7,6","21231","dijon"
"306","Célibataire","41,0","21231","dijon"
"307","Marié(e)","37,9","22113","lannion"
"308","Pacsé(e)","4,3","22113","lannion"
"309","En concubinage ou union libre","9,4","22113","lannion"
"310","Veuf, veuve","8,2","22113","lannion"
"311","Divorcé(e)","7,9","22113","lannion"
"312","Célibataire","32,2","22113","lannion"
"313","Marié(e)","30,2","22278","saint-brieuc"
"314","Pacsé(e)","4,8","22278","saint-brieuc"
"315","En concubinage ou union libre","11,4","22278","saint-brieuc"
"316","Veuf, veuve","8,0","22278","saint-brieuc"
"317","Divorcé(e)","9,0","22278","saint-brieuc"
"318","Célibataire","36,5","22278","saint-brieuc"
"319","Marié(e)","38,8","24037","bergerac"
"320","Pacsé(e)","3,2","24037","bergerac"
"321","En concubinage ou union libre","9,3","24037","bergerac"
"322","Veuf, veuve","10,6","24037","bergerac"
"323","Divorcé(e)","10,8","24037","bergerac"
"324","Célibataire","27,3","24037","bergerac"
"325","Marié(e)","26,0","24322","perigueux"
"326","Pacsé(e)","3,5","24322","perigueux"
"327","En concubinage ou union libre","11,6","24322","perigueux"
"328","Veuf, veuve","8,8","24322","perigueux"
"329","Divorcé(e)","11,1","24322","perigueux"
"330","Célibataire","39,1","24322","perigueux"
"331","Marié(e)","29,2","25056","besancon"
"332","Pacsé(e)","4,6","25056","besancon"
"333","En concubinage ou union libre","10,1","25056","besancon"
"334","Veuf, veuve","5,7","25056","besancon"
"335","Divorcé(e)","8,7","25056","besancon"
"336","Célibataire","41,6","25056","besancon"
"337","Marié(e)","41,4","25388","montbeliard"
"338","Pacsé(e)","2,6","25388","montbeliard"
"339","En concubinage ou union libre","7,5","25388","montbeliard"
"340","Veuf, veuve","7,2","25388","montbeliard"
"341","Divorcé(e)","9,6","25388","montbeliard"
"342","Célibataire","31,6","25388","montbeliard"
"343","Marié(e)","40,9","26198","montelimar"
"344","Pacsé(e)","4,5","26198","montelimar"
"345","En concubinage ou union libre","10,3","26198","montelimar"
"346","Veuf, veuve","7,6","26198","montelimar"
"347","Divorcé(e)","9,2","26198","montelimar"
"348","Célibataire","27,5","26198","montelimar"
"349","Marié(e)","38,3","26281","romans-sur-isere"
"350","Pacsé(e)","4,5","26281","romans-sur-isere"
"351","En concubinage ou union libre","10,6","26281","romans-sur-isere"
"352","Veuf, veuve","8,9","26281","romans-sur-isere"
"353","Divorcé(e)","9,7","26281","romans-sur-isere"
"354","Célibataire","28,0","26281","romans-sur-isere"
"355","Marié(e)","35,7","26362","valence"
"356","Pacsé(e)","4,3","26362","valence"
"357","En concubinage ou union libre","10,5","26362","valence"
"358","Veuf, veuve","7,6","26362","valence"
"359","Divorcé(e)","9,4","26362","valence"
"360","Célibataire","32,6","26362","valence"
"361","Marié(e)","31,4","27229","evreux"
"362","Pacsé(e)","3,8","27229","evreux"
"363","En concubinage ou union libre","10,4","27229","evreux"
"364","Veuf, veuve","7,1","27229","evreux"
"365","Divorcé(e)","9,5","27229","evreux"
"366","Célibataire","37,8","27229","evreux"
"367","Marié(e)","40,7","27681","vernon"
"368","Pacsé(e)","3,6","27681","vernon"
"369","En concubinage ou union libre","10,3","27681","vernon"
"370","Veuf, veuve","7,8","27681","vernon"
"371","Divorcé(e)","7,1","27681","vernon"
"372","Célibataire","30,5","27681","vernon"
"373","Marié(e)","33,7","28085","chartres"
"374","Pacsé(e)","4,4","28085","chartres"
"375","En concubinage ou union libre","10,7","28085","chartres"
"376","Veuf, veuve","8,5","28085","chartres"
"377","Divorcé(e)","9,1","28085","chartres"
"378","Célibataire","33,6","28085","chartres"
"379","Marié(e)","43,8","28134","dreux"
"380","Pacsé(e)","2,5","28134","dreux"
"381","En concubinage ou union libre","7,7","28134","dreux"
"382","Veuf, veuve","7,3","28134","dreux"
"383","Divorcé(e)","6,7","28134","dreux"
"384","Célibataire","32,0","28134","dreux"
"385","Marié(e)","28,6","29019","brest"
"386","Pacsé(e)","5,8","29019","brest"
"387","En concubinage ou union libre","11,3","29019","brest"
"388","Veuf, veuve","7,0","29019","brest"
"389","Divorcé(e)","7,2","29019","brest"
"390","Célibataire","40,1","29019","brest"
"391","Marié(e)","41,4","29039","concarneau"
"392","Pacsé(e)","4,9","29039","concarneau"
"393","En concubinage ou union libre","8,0","29039","concarneau"
"394","Veuf, veuve","10,8","29039","concarneau"
"395","Divorcé(e)","8,9","29039","concarneau"
"396","Célibataire","26,0","29039","concarneau"
"397","Marié(e)","33,0","29232","quimper"
"398","Pacsé(e)","5,6","29232","quimper"
"399","En concubinage ou union libre","11,0","29232","quimper"
"400","Veuf, veuve","7,5","29232","quimper"
"401","Divorcé(e)","8,1","29232","quimper"
"402","Célibataire","34,8","29232","quimper"
"403","Marié(e)","40,6","2A004","ajaccio"
"404","Pacsé(e)","4,3","2A004","ajaccio"
"405","En concubinage ou union libre","16,3","2A004","ajaccio"
"406","Veuf, veuve","7,6","2A004","ajaccio"
"407","Divorcé(e)","6,8","2A004","ajaccio"
"408","Célibataire","24,4","2A004","ajaccio"
"409","Marié(e)","39,0","2B033","bastia"
"410","Pacsé(e)","2,3","2B033","bastia"
"411","En concubinage ou union libre","17,4","2B033","bastia"
"412","Veuf, veuve","6,4","2B033","bastia"
"413","Divorcé(e)","6,9","2B033","bastia"
"414","Célibataire","27,9","2B033","bastia"
"415","Marié(e)","34,8","30007","ales"
"416","Pacsé(e)","2,7","30007","ales"
"417","En concubinage ou union libre","8,8","30007","ales"
"418","Veuf, veuve","9,2","30007","ales"
"419","Divorcé(e)","10,6","30007","ales"
"420","Célibataire","33,9","30007","ales"
"421","Marié(e)","36,8","30189","nimes"
"422","Pacsé(e)","3,9","30189","nimes"
"423","En concubinage ou union libre","8,6","30189","nimes"
"424","Veuf, veuve","7,3","30189","nimes"
"425","Divorcé(e)","9,5","30189","nimes"
"426","Célibataire","33,9","30189","nimes"
"427","Marié(e)","36,8","31069","blagnac"
"428","Pacsé(e)","6,9","31069","blagnac"
"429","En concubinage ou union libre","11,3","31069","blagnac"
"430","Veuf, veuve","5,0","31069","blagnac"
"431","Divorcé(e)","8,2","31069","blagnac"
"432","Célibataire","31,9","31069","blagnac"
"433","Marié(e)","39,2","31149","colomiers"
"434","Pacsé(e)","6,0","31149","colomiers"
"435","En concubinage ou union libre","10,6","31149","colomiers"
"436","Veuf, veuve","5,3","31149","colomiers"
"437","Divorcé(e)","8,4","31149","colomiers"
"438","Célibataire","30,4","31149","colomiers"
"439","Marié(e)","41,8","31157","cugnaux"
"440","Pacsé(e)","6,5","31157","cugnaux"
"441","En concubinage ou union libre","11,4","31157","cugnaux"
"442","Veuf, veuve","5,5","31157","cugnaux"
"443","Divorcé(e)","7,9","31157","cugnaux"
"444","Célibataire","27,0","31157","cugnaux"
"445","Marié(e)","39,5","31395","muret"
"446","Pacsé(e)","4,7","31395","muret"
"447","En concubinage ou union libre","9,9","31395","muret"
"448","Veuf, veuve","6,8","31395","muret"
"449","Divorcé(e)","9,2","31395","muret"
"450","Célibataire","29,8","31395","muret"
"451","Marié(e)","26,4","31555","toulouse"
"452","Pacsé(e)","5,7","31555","toulouse"
"453","En concubinage ou union libre","13,5","31555","toulouse"
